Planta,Centro,Producto,Cliente,Costo_Plant_Centro,Costo_Centro_Cliente
Planta_1,Centro_5,Producto_2,Cliente_5,2.32,8.77
Planta_1,Centro_5,Producto_3,Cliente_5,2.84,5.9
Planta_1,Centro_5,Producto_4,Cliente_5,9.89,4.71
Planta_1,Centro_5,Producto_5,Cliente_5,5.99,10.42
Planta_1,Centro_5,Producto_1,Cliente_6,7.62,9.72
Planta_1,Centro_5,Producto_2,Cliente_6,2.08,6.92
Planta_1,Centro_5,Producto_3,Cliente_6,6.14,4.05
Planta_1,Centro_5,Producto_4,Cliente_6,4.81,3.4
Planta_1,Centro_5,Producto_5,Cliente_6,2.63,7.76
Planta_1,Centro_5,Producto_1,Cliente_7,3.06,9.81
Planta_1,Centro_5,Producto_2,Cliente_7,7.52,12.61
Planta_1,Centro_5,Producto_3,Cliente_7,3.6,5.01
Planta_1,Centro_5,Producto_4,Cliente_7,2.84,10.64
Planta_1,Centro_5,Producto_5,Cliente_7,7.65,3.38
Planta_1,Centro_5,Producto_1,Cliente_8,9.49,3.62
Planta_1,Centro_5,Producto_2,Cliente_8,6.33,11.51
Planta_1,Centro_5,Producto_3,Cliente_8,8.97,11.57
Planta_1,Centro_5,Producto_4,Cliente_8,8.41,7.07
Planta_1,Centro_5,Producto_5,Cliente_8,8.52,3.96
Planta_1,Centro_5,Producto_1,Cliente_9,9.16,9.57
Planta_1,Centro_5,Producto_2,Cliente_9,8.54,8.43
Planta_1,Centro_5,Producto_3,Cliente_9,7.15,9.32
Planta_1,Centro_5,Producto_4,Cliente_9,7.85,3.98
Planta_1,Centro_5,Producto_5,Cliente_9,2.48,5.97
Planta_1,Centro_5,Producto_1,Cliente_10,3.28,13.46
Planta_1,Centro_5,Producto_2,Cliente_10,3.75,14.71
Planta_1,Centro_5,Producto_3,Cliente_10,4.7,5.19
Planta_1,Centro_5,Producto_4,Cliente_10,8.32,10.9
Planta_1,Centro_5,Producto_5,Cliente_10,5.99,9.66
Planta_1,Centro_5,Producto_1,Cliente_11,7.75,5.74
Planta_1,Centro_5,Producto_2,Cliente_11,9.97,14.7
Planta_1,Centro_5,Producto_3,Cliente_11,7.2,5.39
Planta_1,Centro_5,Producto_4,Cliente_11,7.44,3.87
Planta_1,Centro_5,Producto_5,Cliente_11,2.25,6.09
Planta_1,Centro_5,Producto_1,Cliente_12,5.7,13.42
Planta_1,Centro_5,Producto_2,Cliente_12,7.82,11.91
Planta_1,Centro_5,Producto_3,Cliente_12,5.4,7.15
Planta_1,Centro_5,Producto_4,Cliente_12,4.97,14.85
Planta_1,Centro_5,Producto_5,Cliente_12,2.32,13.4
Planta_1,Centro_5,Producto_1,Cliente_13,6.63,8.26
Planta_1,Centro_5,Producto_2,Cliente_13,7.8,8.84
Planta_1,Centro_5,Producto_3,Cliente_13,8.99,13.81
Planta_1,Centro_5,Producto_4,Cliente_13,5.37,6.32
Planta_1,Centro_5,Producto_5,Cliente_13,6.74,13.95
Planta_1,Centro_5,Producto_1,Cliente_14,3.69,10.48
Planta_1,Centro_5,Producto_2,Cliente_14,7.05,11.8
Planta_1,Centro_5,Producto_3,Cliente_14,3.05,11.59
Planta_1,Centro_5,Producto_4,Cliente_14,9.27,5.16
Planta_1,Centro_5,Producto_5,Cliente_14,3.9,14.66
Planta_1,Centro_5,Producto_1,Cliente_15,3.45,13.25
Planta_1,Centro_5,Producto_2,Cliente_15,5.94,5.97
Planta_1,Centro_5,Producto_3,Cliente_15,8.97,8.34
Planta_1,Centro_5,Producto_4,Cliente_15,6.12,7.31
Planta_1,Centro_5,Producto_5,Cliente_15,6.74,4.96
Planta_1,Centro_5,Producto_1,Cliente_16,5.13,14.63
Planta_1,Centro_5,Producto_2,Cliente_16,4.07,10.88
Planta_1,Centro_5,Producto_3,Cliente_16,4.6,12.28
Planta_1,Centro_5,Producto_4,Cliente_16,3.05,14.64
Planta_1,Centro_5,Producto_5,Cliente_16,5.63,5.83
Planta_1,Centro_5,Producto_1,Cliente_17,2.59,5.04
Planta_1,Centro_5,Producto_2,Cliente_17,6.16,7.04
Planta_1,Centro_5,Producto_3,Cliente_17,8.63,8.17
Planta_1,Centro_5,Producto_4,Cliente_17,3.99,10.41
Planta_1,Centro_5,Producto_5,Cliente_17,7.65,5.0
Planta_1,Centro_5,Producto_1,Cliente_18,3.34,3.44
Planta_1,Centro_5,Producto_2,Cliente_18,7.89,10.97
Planta_1,Centro_5,Producto_3,Cliente_18,5.8,13.13
Planta_1,Centro_5,Producto_4,Cliente_18,8.45,10.02
Planta_1,Centro_5,Producto_5,Cliente_18,8.95,5.47
Planta_1,Centro_5,Producto_1,Cliente_19,2.9,6.24
Planta_1,Centro_5,Producto_2,Cliente_19,2.46,9.37
Planta_1,Centro_5,Producto_3,Cliente_19,9.49,3.47
Planta_1,Centro_5,Producto_4,Cliente_19,2.98,8.43
Planta_1,Centro_5,Producto_5,Cliente_19,9.47,6.79
Planta_1,Centro_5,Producto_1,Cliente_20,6.06,3.5
Planta_1,Centro_5,Producto_2,Cliente_20,3.19,14.84
Planta_1,Centro_5,Producto_3,Cliente_20,9.72,3.06
Planta_1,Centro_5,Producto_4,Cliente_20,9.61,10.67
Planta_1,Centro_5,Producto_5,Cliente_20,8.94,8.46
Planta_1,Centro_6,Producto_1,Cliente_1,6.12,8.87
Planta_1,Centro_6,Producto_2,Cliente_1,7.33,4.68
Planta_1,Centro_6,Producto_3,Cliente_1,2.24,6.7
Planta_1,Centro_6,Producto_4,Cliente_1,7.64,5.42
Planta_1,Centro_6,Producto_5,Cliente_1,7.39,14.64
Planta_1,Centro_6,Producto_1,Cliente_2,2.75,11.07
Planta_1,Centro_6,Producto_2,Cliente_2,5.55,13.42
Planta_1,Centro_6,Producto_3,Cliente_2,3.42,11.31
Planta_1,Centro_6,Producto_4,Cliente_2,8.7,14.34
Planta_1,Centro_6,Producto_5,Cliente_2,7.47,8.97
Planta_1,Centro_6,Producto_1,Cliente_3,6.94,13.43
Planta_1,Centro_6,Producto_2,Cliente_3,6.56,3.36
Planta_1,Centro_6,Producto_3,Cliente_3,9.45,11.27
Planta_1,Centro_6,Producto_4,Cliente_3,7.41,5.59
Planta_1,Centro_6,Producto_5,Cliente_3,7.27,7.73
Planta_1,Centro_6,Producto_1,Cliente_4,7.21,4.28
Planta_1,Centro_6,Producto_2,Cliente_4,7.26,14.99
Planta_1,Centro_6,Producto_3,Cliente_4,2.39,14.73
Planta_1,Centro_6,Producto_4,Cliente_4,5.26,13.45
Planta_1,Centro_6,Producto_5,Cliente_4,8.26,9.8
Planta_1,Centro_6,Producto_1,Cliente_5,7.91,13.54
Planta_1,Centro_6,Producto_2,Cliente_5,5.23,6.92
Planta_1,Centro_6,Producto_3,Cliente_5,7.34,12.69
Planta_1,Centro_6,Producto_4,Cliente_5,8.1,12.57
Planta_1,Centro_6,Producto_5,Cliente_5,5.48,12.81
Planta_1,Centro_6,Producto_1,Cliente_6,2.96,9.53
Planta_1,Centro_6,Producto_2,Cliente_6,2.05,6.9
Planta_1,Centro_6,Producto_3,Cliente_6,4.93,7.75
Planta_1,Centro_6,Producto_4,Cliente_6,7.56,7.66
Planta_1,Centro_6,Producto_5,Cliente_6,5.59,5.85
Planta_1,Centro_6,Producto_1,Cliente_7,4.99,5.73
Planta_1,Centro_6,Producto_2,Cliente_7,2.59,10.24
Planta_1,Centro_6,Producto_3,Cliente_7,7.35,10.43
Planta_1,Centro_6,Producto_4,Cliente_7,5.71,7.56
Planta_1,Centro_6,Producto_5,Cliente_7,8.91,9.23
Planta_1,Centro_6,Producto_1,Cliente_8,5.83,3.31
Planta_1,Centro_6,Producto_2,Cliente_8,4.73,7.56
Planta_1,Centro_6,Producto_3,Cliente_8,5.19,9.96
Planta_1,Centro_6,Producto_4,Cliente_8,6.27,10.29
Planta_1,Centro_6,Producto_5,Cliente_8,8.12,12.76
Planta_1,Centro_6,Producto_1,Cliente_9,7.74,14.47
Planta_1,Centro_6,Producto_2,Cliente_9,2.15,5.35
Planta_1,Centro_6,Producto_3,Cliente_9,2.06,10.77
Planta_1,Centro_6,Producto_4,Cliente_9,9.18,5.92
Planta_1,Centro_6,Producto_5,Cliente_9,9.42,3.72
Planta_1,Centro_6,Producto_1,Cliente_10,9.48,7.22
Planta_1,Centro_6,Producto_2,Cliente_10,2.81,8.83
Planta_1,Centro_6,Producto_3,Cliente_10,4.05,6.42
Planta_1,Centro_6,Producto_4,Cliente_10,4.46,12.64
Planta_1,Centro_6,Producto_5,Cliente_10,6.31,6.74
Planta_1,Centro_6,Producto_1,Cliente_11,6.88,11.59
Planta_1,Centro_6,Producto_2,Cliente_11,4.18,7.96
Planta_1,Centro_6,Producto_3,Cliente_11,2.98,5.17
Planta_1,Centro_6,Producto_4,Cliente_11,7.45,5.18
Planta_1,Centro_6,Producto_5,Cliente_11,6.2,11.51
Planta_1,Centro_6,Producto_1,Cliente_12,2.86,9.81
Planta_1,Centro_6,Producto_2,Cliente_12,4.05,14.56
Planta_1,Centro_6,Producto_3,Cliente_12,5.87,12.67
Planta_1,Centro_6,Producto_4,Cliente_12,6.4,3.52
Planta_1,Centro_6,Producto_5,Cliente_12,7.07,14.42
Planta_1,Centro_6,Producto_1,Cliente_13,6.81,12.83
Planta_1,Centro_6,Producto_2,Cliente_13,9.07,5.74
Planta_1,Centro_6,Producto_3,Cliente_13,3.7,10.33
Planta_1,Centro_6,Producto_4,Cliente_13,5.29,13.08
Planta_1,Centro_6,Producto_5,Cliente_13,9.2,7.24
Planta_1,Centro_6,Producto_1,Cliente_14,3.89,12.37
Planta_1,Centro_6,Producto_2,Cliente_14,4.2,12.87
Planta_1,Centro_6,Producto_3,Cliente_14,5.39,11.01
Planta_1,Centro_6,Producto_4,Cliente_14,2.76,10.49
Planta_1,Centro_6,Producto_5,Cliente_14,5.61,10.04
Planta_1,Centro_6,Producto_1,Cliente_15,3.34,11.84
Planta_1,Centro_6,Producto_2,Cliente_15,8.9,5.6
Planta_1,Centro_6,Producto_3,Cliente_15,2.77,3.28
Planta_1,Centro_6,Producto_4,Cliente_15,7.14,10.29
Planta_1,Centro_6,Producto_5,Cliente_15,6.37,5.78
Planta_1,Centro_6,Producto_1,Cliente_16,5.13,10.13
Planta_1,Centro_6,Producto_2,Cliente_16,5.97,14.85
Planta_1,Centro_6,Producto_3,Cliente_16,3.09,11.34
Planta_1,Centro_6,Producto_4,Cliente_16,5.23,8.14
Planta_1,Centro_6,Producto_5,Cliente_16,7.74,11.31
Planta_1,Centro_6,Producto_1,Cliente_17,9.93,4.54
Planta_1,Centro_6,Producto_2,Cliente_17,2.83,11.69
Planta_1,Centro_6,Producto_3,Cliente_17,6.63,6.29
Planta_1,Centro_6,Producto_4,Cliente_17,2.64,4.03
Planta_1,Centro_6,Producto_5,Cliente_17,9.15,5.3
Planta_1,Centro_6,Producto_1,Cliente_18,4.59,5.72
Planta_1,Centro_6,Producto_2,Cliente_18,4.84,3.83
Planta_1,Centro_6,Producto_3,Cliente_18,6.15,3.81
Planta_1,Centro_6,Producto_4,Cliente_18,8.4,5.8
Planta_1,Centro_6,Producto_5,Cliente_18,6.32,13.56
Planta_1,Centro_6,Producto_1,Cliente_19,7.21,9.4
Planta_1,Centro_6,Producto_2,Cliente_19,4.59,7.0
Planta_1,Centro_6,Producto_3,Cliente_19,7.36,14.93
Planta_1,Centro_6,Producto_4,Cliente_19,7.29,9.69
Planta_1,Centro_6,Producto_5,Cliente_19,7.85,8.58
Planta_1,Centro_6,Producto_1,Cliente_20,2.48,9.75
Planta_1,Centro_6,Producto_2,Cliente_20,9.66,5.1
Planta_1,Centro_6,Producto_3,Cliente_20,7.52,5.41
Planta_1,Centro_6,Producto_4,Cliente_20,6.29,4.16
Planta_1,Centro_6,Producto_5,Cliente_20,5.6,12.07
Planta_1,Centro_7,Producto_1,Cliente_1,4.78,10.98
Planta_1,Centro_7,Producto_2,Cliente_1,8.36,14.13
Planta_1,Centro_7,Producto_3,Cliente_1,3.88,7.79
Planta_1,Centro_7,Producto_4,Cliente_1,3.22,14.91
Planta_1,Centro_7,Producto_5,Cliente_1,9.42,9.48
Planta_1,Centro_7,Producto_1,Cliente_2,8.74,9.25
Planta_1,Centro_7,Producto_2,Cliente_2,6.99,4.07
Planta_1,Centro_7,Producto_3,Cliente_2,8.04,4.53
Planta_1,Centro_7,Producto_4,Cliente_2,8.61,12.38
Planta_1,Centro_7,Producto_5,Cliente_2,7.67,3.43
Planta_1,Centro_7,Producto_1,Cliente_3,4.43,6.16
Planta_1,Centro_7,Producto_2,Cliente_3,4.88,4.05
Planta_1,Centro_7,Producto_3,Cliente_3,9.5,9.65
Planta_1,Centro_7,Producto_4,Cliente_3,4.44,7.76
Planta_1,Centro_7,Producto_5,Cliente_3,5.58,10.21
Planta_1,Centro_7,Producto_1,Cliente_4,6.13,14.03
Planta_1,Centro_7,Producto_2,Cliente_4,5.98,14.91
Planta_1,Centro_7,Producto_3,Cliente_4,8.81,5.5
Planta_1,Centro_7,Producto_4,Cliente_4,9.44,4.4
Planta_1,Centro_7,Producto_5,Cliente_4,8.54,7.57
Planta_1,Centro_7,Producto_1,Cliente_5,9.02,13.42
Planta_1,Centro_7,Producto_2,Cliente_5,8.45,12.48
Planta_1,Centro_7,Producto_3,Cliente_5,4.44,3.97
Planta_1,Centro_7,Producto_4,Cliente_5,5.22,5.08
Planta_1,Centro_7,Producto_5,Cliente_5,7.56,7.15
Planta_1,Centro_7,Producto_1,Cliente_6,9.8,10.69
Planta_1,Centro_7,Producto_2,Cliente_6,8.58,4.59
Planta_1,Centro_7,Producto_3,Cliente_6,8.9,14.07
Planta_1,Centro_7,Producto_4,Cliente_6,5.9,10.28
Planta_1,Centro_7,Producto_5,Cliente_6,8.12,5.1
Planta_1,Centro_7,Producto_1,Cliente_7,6.02,7.78
Planta_1,Centro_7,Producto_2,Cliente_7,3.17,7.41
Planta_1,Centro_7,Producto_3,Cliente_7,2.55,3.31
Planta_1,Centro_7,Producto_4,Cliente_7,3.08,14.56
Planta_1,Centro_7,Producto_5,Cliente_7,6.4,14.59
Planta_1,Centro_7,Producto_1,Cliente_8,5.46,6.74
Planta_1,Centro_7,Producto_2,Cliente_8,6.05,8.27
Planta_1,Centro_7,Producto_3,Cliente_8,2.85,10.69
Planta_1,Centro_7,Producto_4,Cliente_8,3.73,10.44
Planta_1,Centro_7,Producto_5,Cliente_8,7.2,4.82
Planta_1,Centro_7,Producto_1,Cliente_9,2.49,12.37
Planta_1,Centro_7,Producto_2,Cliente_9,5.68,3.7
Planta_1,Centro_7,Producto_3,Cliente_9,9.96,3.69
Planta_1,Centro_7,Producto_4,Cliente_9,7.56,14.8
Planta_1,Centro_7,Producto_5,Cliente_9,3.91,4.71
Planta_1,Centro_7,Producto_1,Cliente_10,2.97,6.64
Planta_1,Centro_7,Producto_2,Cliente_10,2.81,11.31
Planta_1,Centro_7,Producto_3,Cliente_10,2.5,9.11
Planta_1,Centro_7,Producto_4,Cliente_10,9.97,12.77
Planta_1,Centro_7,Producto_5,Cliente_10,6.92,6.68
Planta_1,Centro_7,Producto_1,Cliente_11,6.99,9.32
Planta_1,Centro_7,Producto_2,Cliente_11,5.41,4.57
Planta_1,Centro_7,Producto_3,Cliente_11,9.09,8.4
Planta_1,Centro_7,Producto_4,Cliente_11,3.56,7.41
Planta_1,Centro_7,Producto_5,Cliente_11,5.31,12.93
Planta_1,Centro_7,Producto_1,Cliente_12,7.87,12.23
Planta_1,Centro_7,Producto_2,Cliente_12,2.09,7.99
Planta_1,Centro_7,Producto_3,Cliente_12,5.85,3.23
Planta_1,Centro_7,Producto_4,Cliente_12,4.08,12.12
Planta_1,Centro_7,Producto_5,Cliente_12,3.1,9.42
Planta_1,Centro_7,Producto_1,Cliente_13,3.72,3.15
Planta_1,Centro_7,Producto_2,Cliente_13,3.93,14.71
Planta_1,Centro_7,Producto_3,Cliente_13,8.41,14.51
Planta_1,Centro_7,Producto_4,Cliente_13,5.9,4.32
Planta_1,Centro_7,Producto_5,Cliente_13,6.38,8.45
Planta_1,Centro_7,Producto_1,Cliente_14,8.75,4.18
Planta_1,Centro_7,Producto_2,Cliente_14,5.91,4.8
Planta_1,Centro_7,Producto_3,Cliente_14,4.6,11.85
Planta_1,Centro_7,Producto_4,Cliente_14,5.81,7.51
Planta_1,Centro_7,Producto_5,Cliente_14,5.16,8.51
Planta_1,Centro_7,Producto_1,Cliente_15,8.28,13.71
Planta_1,Centro_7,Producto_2,Cliente_15,9.64,12.44
Planta_1,Centro_7,Producto_3,Cliente_15,4.52,11.26
Planta_1,Centro_7,Producto_4,Cliente_15,5.5,6.06
Planta_1,Centro_7,Producto_5,Cliente_15,8.73,3.46
Planta_1,Centro_7,Producto_1,Cliente_16,9.21,8.54
Planta_1,Centro_7,Producto_2,Cliente_16,7.1,10.91
Planta_1,Centro_7,Producto_3,Cliente_16,9.16,10.64
Planta_1,Centro_7,Producto_4,Cliente_16,6.91,3.8
Planta_1,Centro_7,Producto_5,Cliente_16,6.15,4.8
Planta_1,Centro_7,Producto_1,Cliente_17,7.9,9.15
Planta_1,Centro_7,Producto_2,Cliente_17,7.44,3.5
Planta_1,Centro_7,Producto_3,Cliente_17,2.68,11.6
Planta_1,Centro_7,Producto_4,Cliente_17,2.58,3.86
Planta_1,Centro_7,Producto_5,Cliente_17,2.1,14.48
Planta_1,Centro_7,Producto_1,Cliente_18,7.9,7.24
Planta_1,Centro_7,Producto_2,Cliente_18,4.37,7.2
Planta_1,Centro_7,Producto_3,Cliente_18,8.2,10.94
Planta_1,Centro_7,Producto_4,Cliente_18,3.48,5.09
Planta_1,Centro_7,Producto_5,Cliente_18,2.79,10.92
Planta_1,Centro_7,Producto_1,Cliente_19,8.11,6.18
Planta_1,Centro_7,Producto_2,Cliente_19,2.17,3.99
Planta_1,Centro_7,Producto_3,Cliente_19,9.74,6.55
Planta_1,Centro_7,Producto_4,Cliente_19,8.15,10.5
Planta_1,Centro_7,Producto_5,Cliente_19,5.06,5.47
Planta_1,Centro_7,Producto_1,Cliente_20,2.97,10.38
Planta_1,Centro_7,Producto_2,Cliente_20,8.2,10.73
Planta_1,Centro_7,Producto_3,Cliente_20,6.24,3.5
Planta_1,Centro_7,Producto_4,Cliente_20,9.75,12.58
Planta_1,Centro_7,Producto_5,Cliente_20,4.34,14.76
Planta_1,Centro_8,Producto_1,Cliente_1,6.82,9.99
Planta_1,Centro_8,Producto_2,Cliente_1,7.98,12.74
Planta_1,Centro_8,Producto_3,Cliente_1,7.25,4.54
Planta_1,Centro_8,Producto_4,Cliente_1,4.71,14.14
Planta_1,Centro_8,Producto_5,Cliente_1,3.8,7.47
Planta_1,Centro_8,Producto_1,Cliente_2,5.46,8.27
Planta_1,Centro_8,Producto_2,Cliente_2,6.9,14.32
Planta_1,Centro_8,Producto_3,Cliente_2,3.93,4.46
Planta_1,Centro_8,Producto_4,Cliente_2,3.58,13.64
Planta_1,Centro_8,Producto_5,Cliente_2,7.17,6.43
Planta_1,Centro_8,Producto_1,Cliente_3,8.53,13.34
Planta_1,Centro_8,Producto_2,Cliente_3,8.77,14.03
Planta_1,Centro_8,Producto_3,Cliente_3,4.02,12.06
Planta_1,Centro_8,Producto_4,Cliente_3,5.68,13.1
Planta_1,Centro_8,Producto_5,Cliente_3,7.83,12.32
Planta_1,Centro_8,Producto_1,Cliente_4,7.25,5.13
Planta_1,Centro_8,Producto_2,Cliente_4,6.36,14.82
Planta_1,Centro_8,Producto_3,Cliente_4,9.5,3.52
Planta_1,Centro_8,Producto_4,Cliente_4,3.32,4.58
Planta_1,Centro_8,Producto_5,Cliente_4,7.81,12.81
Planta_1,Centro_8,Producto_1,Cliente_5,3.71,9.07
Planta_1,Centro_8,Producto_2,Cliente_5,8.73,11.79
Planta_1,Centro_8,Producto_3,Cliente_5,6.34,10.08
Planta_1,Centro_8,Producto_4,Cliente_5,6.07,6.57
Planta_1,Centro_8,Producto_5,Cliente_5,6.52,11.27
Planta_1,Centro_8,Producto_1,Cliente_6,8.99,10.64
Planta_1,Centro_8,Producto_2,Cliente_6,8.09,4.92
Planta_1,Centro_8,Producto_3,Cliente_6,5.69,3.11
Planta_1,Centro_8,Producto_4,Cliente_6,3.97,11.72
Planta_1,Centro_8,Producto_5,Cliente_6,9.93,4.19
Planta_1,Centro_8,Producto_1,Cliente_7,5.21,12.6
Planta_1,Centro_8,Producto_2,Cliente_7,3.63,9.66
Planta_1,Centro_8,Producto_3,Cliente_7,7.86,10.39
Planta_1,Centro_8,Producto_4,Cliente_7,3.5,7.26
Planta_1,Centro_8,Producto_5,Cliente_7,8.27,9.65
Planta_1,Centro_8,Producto_1,Cliente_8,2.04,12.13
Planta_1,Centro_8,Producto_2,Cliente_8,2.28,11.95
Planta_1,Centro_8,Producto_3,Cliente_8,3.62,14.5
Planta_1,Centro_8,Producto_4,Cliente_8,4.94,6.92
Planta_1,Centro_8,Producto_5,Cliente_8,3.19,6.67
Planta_1,Centro_8,Producto_1,Cliente_9,9.01,14.96
Planta_1,Centro_8,Producto_2,Cliente_9,4.95,8.38
Planta_1,Centro_8,Producto_3,Cliente_9,7.78,13.63
Planta_1,Centro_8,Producto_4,Cliente_9,6.74,7.7
Planta_1,Centro_8,Producto_5,Cliente_9,5.3,11.35
Planta_1,Centro_8,Producto_1,Cliente_10,2.03,10.44
Planta_1,Centro_8,Producto_2,Cliente_10,4.84,12.53
Planta_1,Centro_8,Producto_3,Cliente_10,2.74,10.06
Planta_1,Centro_8,Producto_4,Cliente_10,5.85,10.71
Planta_1,Centro_8,Producto_5,Cliente_10,2.52,9.96
Planta_1,Centro_8,Producto_1,Cliente_11,6.49,9.73
Planta_1,Centro_8,Producto_2,Cliente_11,6.83,11.12
Planta_1,Centro_8,Producto_3,Cliente_11,8.44,6.24
Planta_1,Centro_8,Producto_4,Cliente_11,8.6,8.98
Planta_1,Centro_8,Producto_5,Cliente_11,2.62,3.7
Planta_1,Centro_8,Producto_1,Cliente_12,4.67,12.42
Planta_1,Centro_8,Producto_2,Cliente_12,7.66,12.46
Planta_1,Centro_8,Producto_3,Cliente_12,6.14,8.28
Planta_1,Centro_8,Producto_4,Cliente_12,3.18,6.94
Planta_1,Centro_8,Producto_5,Cliente_12,5.47,4.06
Planta_1,Centro_8,Producto_1,Cliente_13,3.76,10.18
Planta_1,Centro_8,Producto_2,Cliente_13,7.89,14.98
Planta_1,Centro_8,Producto_3,Cliente_13,9.46,10.71
Planta_1,Centro_8,Producto_4,Cliente_13,5.37,10.63
Planta_1,Centro_8,Producto_5,Cliente_13,8.29,4.42
Planta_1,Centro_8,Producto_1,Cliente_14,5.28,13.08
Planta_1,Centro_8,Producto_2,Cliente_14,5.07,9.86
Planta_1,Centro_8,Producto_3,Cliente_14,6.7,5.21
Planta_1,Centro_8,Producto_4,Cliente_14,4.9,7.01
Planta_1,Centro_8,Producto_5,Cliente_14,2.21,3.29
Planta_1,Centro_8,Producto_1,Cliente_15,8.65,6.28
Planta_1,Centro_8,Producto_2,Cliente_15,6.14,6.58
Planta_1,Centro_8,Producto_3,Cliente_15,9.53,6.11
Planta_1,Centro_8,Producto_4,Cliente_15,5.44,13.47
Planta_1,Centro_8,Producto_5,Cliente_15,8.74,5.23
Planta_1,Centro_8,Producto_1,Cliente_16,8.42,8.5
Planta_1,Centro_8,Producto_2,Cliente_16,5.86,4.6
Planta_1,Centro_8,Producto_3,Cliente_16,2.64,11.74
Planta_1,Centro_8,Producto_4,Cliente_16,5.97,8.24
Planta_1,Centro_8,Producto_5,Cliente_16,7.84,12.19
Planta_1,Centro_8,Producto_1,Cliente_17,3.27,10.32
Planta_1,Centro_8,Producto_2,Cliente_17,3.08,12.02
Planta_1,Centro_8,Producto_3,Cliente_17,7.26,14.48
Planta_1,Centro_8,Producto_4,Cliente_17,2.55,3.68
Planta_1,Centro_8,Producto_5,Cliente_17,4.26,6.14
Planta_1,Centro_8,Producto_1,Cliente_18,3.98,13.88
Planta_1,Centro_8,Producto_2,Cliente_18,4.0,6.26
Planta_1,Centro_8,Producto_3,Cliente_18,8.08,8.4
Planta_1,Centro_8,Producto_4,Cliente_18,8.21,3.78
Planta_1,Centro_8,Producto_5,Cliente_18,5.9,3.4
Planta_1,Centro_8,Producto_1,Cliente_19,2.5,13.88
Planta_1,Centro_8,Producto_2,Cliente_19,3.11,9.39
Planta_1,Centro_8,Producto_3,Cliente_19,5.29,7.17
Planta_1,Centro_8,Producto_4,Cliente_19,9.2,3.26
Planta_1,Centro_8,Producto_5,Cliente_19,7.31,14.56
Planta_1,Centro_8,Producto_1,Cliente_20,6.48,14.24
Planta_1,Centro_8,Producto_2,Cliente_20,2.42,8.03
Planta_1,Centro_8,Producto_3,Cliente_20,4.08,11.77
Planta_1,Centro_8,Producto_4,Cliente_20,9.85,6.08
Planta_1,Centro_8,Producto_5,Cliente_20,7.23,5.38
Planta_1,Centro_9,Producto_1,Cliente_1,6.52,8.57
Planta_1,Centro_9,Producto_2,Cliente_1,9.78,10.3
Planta_1,Centro_9,Producto_3,Cliente_1,4.8,4.37
Planta_1,Centro_9,Producto_4,Cliente_1,3.21,5.7
Planta_1,Centro_9,Producto_5,Cliente_1,4.01,13.21
Planta_1,Centro_9,Producto_1,Cliente_2,6.49,9.28
Planta_1,Centro_9,Producto_2,Cliente_2,2.92,13.32
Planta_1,Centro_9,Producto_3,Cliente_2,7.78,3.81
Planta_1,Centro_9,Producto_4,Cliente_2,7.66,9.52
Planta_1,Centro_9,Producto_5,Cliente_2,2.65,8.5
Planta_1,Centro_9,Producto_1,Cliente_3,5.88,4.99
Planta_1,Centro_9,Producto_2,Cliente_3,9.57,13.2
Planta_1,Centro_9,Producto_3,Cliente_3,7.35,8.55
Planta_1,Centro_9,Producto_4,Cliente_3,5.29,10.81
Planta_1,Centro_9,Producto_5,Cliente_3,6.36,3.75
Planta_1,Centro_9,Producto_1,Cliente_4,6.1,12.68
Planta_1,Centro_9,Producto_2,Cliente_4,5.67,3.62
Planta_1,Centro_9,Producto_3,Cliente_4,8.29,5.42
Planta_1,Centro_9,Producto_4,Cliente_4,4.07,4.98
Planta_1,Centro_9,Producto_5,Cliente_4,4.64,12.08
Planta_1,Centro_9,Producto_1,Cliente_5,6.16,5.46
Planta_1,Centro_9,Producto_2,Cliente_5,9.02,13.55
Planta_1,Centro_9,Producto_3,Cliente_5,8.96,5.87
Planta_1,Centro_9,Producto_4,Cliente_5,5.61,14.82
Planta_1,Centro_9,Producto_5,Cliente_5,8.18,3.33
Planta_1,Centro_9,Producto_1,Cliente_6,2.52,8.57
Planta_1,Centro_9,Producto_2,Cliente_6,9.27,9.46
Planta_1,Centro_9,Producto_3,Cliente_6,5.98,4.27
Planta_1,Centro_9,Producto_4,Cliente_6,7.25,12.87
Planta_1,Centro_9,Producto_5,Cliente_6,5.04,12.31
Planta_1,Centro_9,Producto_1,Cliente_7,9.72,5.45
Planta_1,Centro_9,Producto_2,Cliente_7,6.19,6.45
Planta_1,Centro_9,Producto_3,Cliente_7,8.34,9.93
Planta_1,Centro_9,Producto_4,Cliente_7,7.08,12.57
Planta_1,Centro_9,Producto_5,Cliente_7,5.17,13.98
Planta_1,Centro_9,Producto_1,Cliente_8,6.26,4.9
Planta_1,Centro_9,Producto_2,Cliente_8,7.57,12.52
Planta_1,Centro_9,Producto_3,Cliente_8,4.53,13.29
Planta_1,Centro_9,Producto_4,Cliente_8,9.25,6.32
Planta_1,Centro_9,Producto_5,Cliente_8,9.87,4.69
Planta_1,Centro_9,Producto_1,Cliente_9,3.62,5.21
Planta_1,Centro_9,Producto_2,Cliente_9,9.15,10.85
Planta_1,Centro_9,Producto_3,Cliente_9,3.22,8.28
